data_publicacao;uf;municipio;orgao;modalidade;itens_servidor;valor_estimado;no_grupo_1bit;numero_controle_pncp;link_pncp;link_portal_origem
2026-07-01;PE;Cachoeirinha;Municipio De Cachoeirinha;Pregão - Eletrônico;1;2890,48;nao;10091619000102-1-000064/2026;https://pncp.gov.br/app/editais/10091619000102/2026/64;https://bnccompras.com/Process/ProcessView?param1=[gkz]R1iPNmUXL90J8kuMbMqU013pMRp9l_4Vc8hjR2XyDe4r2hav_Cvw4BNMXP2x_2Igkd71wuXCdqoXAjRtOlp5znhC6EwWjywe/uN2zG0y4xI=
2026-06-30;PA;Bragança;Municipio De Braganca;Pregão - Eletrônico;1;49362,00;nao;04873592000107-1-000121/2026;https://pncp.gov.br/app/editais/04873592000107/2026/121;https://licitanet.com.br/sessao/191652
2026-06-30;SP;Quatá;Municipio De Quata;Dispensa;1;;nao;44547313000130-1-000057/2026;https://pncp.gov.br/app/editais/44547313000130/2026/57;
2026-06-30;GO;Goianésia;Fundo Especial De Reequipamento Do Corpo De Bombeiros Militar;Dispensa;1;949,92;nao;05989335000106-1-000026/2026;https://pncp.gov.br/app/editais/05989335000106/2026/26;
2026-06-30;PA;Paragominas;Camara Municipal De Paragominas;Pregão - Eletrônico;1;2895,34;nao;34845040000156-1-000023/2026;https://pncp.gov.br/app/editais/34845040000156/2026/23;http://compras.m2atecnologia.com.br/processos/publicacao/549461ebe65747dabdd0d95699d47b15/aquisicao-instalacao-e-configuracao-de-equipament
2026-06-29;GO;Formosa;Municipio De Formosa;Dispensa;1;37051,84;nao;01738780000134-1-000073/2026;https://pncp.gov.br/app/editais/01738780000134/2026/73;
2026-06-29;GO;Cachoeira Alta;Municipio De Cachoeira Alta;Pregão - Eletrônico;1;203,68;nao;02056760000146-1-000016/2026;https://pncp.gov.br/app/editais/02056760000146/2026/16;https://licitanet.com.br/sessao/191603
2026-06-29;RS;Forquetinha;Municipio De Forquetinha;Pregão - Eletrônico;1;4611,00;nao;04214401000103-1-000224/2026;https://pncp.gov.br/app/editais/04214401000103/2026/224;https://www.portaldecompraspublicas.com.br/processos/RS/Prefeitura-Municipal-de-Forquetinha-26/RPE-050-2026-2026-488103
2026-06-29;RS;Forquetinha;Municipio De Forquetinha;Pregão - Eletrônico;1;4611,00;nao;04214401000103-1-000225/2026;https://pncp.gov.br/app/editais/04214401000103/2026/225;https://www.portaldecompraspublicas.com.br/processos/RS/Prefeitura-Municipal-de-Forquetinha-26/RPE-048-2026-2026-488091
2026-06-24;MG;Montes Claros;Consorcio Intermunicipal De Saude Do Alto Jequitinhonha;Pregão - Eletrônico;1;;nao;00699767000150-1-000023/2026;https://pncp.gov.br/app/editais/00699767000150/2026/23;
2026-06-24;MA;Bacabal;Municipio De Bacabal;Pregão - Eletrônico;1;61085,60;nao;06014351000138-1-000043/2026;https://pncp.gov.br/app/editais/06014351000138/2026/43;http://www.portaldecomprasbacabal.com.br
2026-06-23;GO;Anápolis;Consorcio Intermunicipal De Saude Para Gerenciamento Do Samu Macrorreg;Pregão - Eletrônico;1;92750,01;nao;59616682000104-1-000011/2026;https://pncp.gov.br/app/editais/59616682000104/2026/11;
2026-06-23;MG;Ponte Nova;Consorcio Intermunicipal Multissetorial Do Vale Do Piranga;Pregão - Eletrônico;3;143076,50;nao;19738706000183-1-000033/2026;https://pncp.gov.br/app/editais/19738706000183/2026/33;
2026-06-23;PR;Ivaiporã;Municipio De Ivaipora;Pregão - Eletrônico;1;130000,00;sim;75741330000137-1-000180/2026;https://pncp.gov.br/app/editais/75741330000137/2026/180;
2026-06-23;MT;Lucas Do Rio Verde;Servico Autonomo De Agua E Esgoto;Pregão - Eletrônico;1;;nao;01377043000153-1-000022/2026;https://pncp.gov.br/app/editais/01377043000153/2026/22;https://bllcompras.com/Process/ProcessView?param1=[gkz]v9UJ/HSbNm1H1Y_nGR9CntTPG_yoh9eRxMIy58wgQ3X26mzZX7WU9jEYIPsyNMYDE/beJK_f/Q1fDoDZzhnttXxckrdgZy3dxq4pKoYuMwo=
2026-06-23;SP;São Sebastião;Universidade De Sao Paulo;Dispensa;1;26418,00;nao;63025530000104-1-002188/2026;https://pncp.gov.br/app/editais/63025530000104/2026/2188;
2026-06-23;SP;Campinas;Universidade Estadual De Campinas;Dispensa;1;513625,28;nao;46068425000133-1-001225/2026;https://pncp.gov.br/app/editais/46068425000133/2026/1225;
2026-06-23;MG;Cedro Do Abaeté;Municipio De Cedro Do Abaete;Pregão - Eletrônico;1;45628,00;nao;18296657000103-1-000049/2026;https://pncp.gov.br/app/editais/18296657000103/2026/49;https://app2.ammlicita.org.br/pesquisa/104902
2026-06-23;SP;Sarapuí;Municipio De Sarapui;Pregão - Eletrônico;1;2000,00;nao;46634341000110-1-000126/2026;https://pncp.gov.br/app/editais/46634341000110/2026/126;
2026-06-23;MG;Mantena;Municipio De Mantena;Pregão - Eletrônico;1;39980,13;nao;18504167000155-1-000036/2026;https://pncp.gov.br/app/editais/18504167000155/2026/36;https://app2.ammlicita.org.br/pesquisa/104929
2026-06-22;RO;Monte Negro;Municipio De Monte Negro;Pregão - Eletrônico;1;5876,31;nao;63761985000198-1-000048/2026;https://pncp.gov.br/app/editais/63761985000198/2026/48;https://licitanet.com.br/sessao/190794
2026-06-22;RS;Panambi;Municipio De Panambi;Pregão - Eletrônico;1;20521,80;nao;88702089000189-1-000060/2026;https://pncp.gov.br/app/editais/88702089000189/2026/60;
2026-06-22;SC;Celso Ramos;Municipio De Celso Ramos;Pregão - Eletrônico;1;1400,00;nao;78493343000122-1-000112/2026;https://pncp.gov.br/app/editais/78493343000122/2026/112;
2026-06-22;RN;São Gonçalo Do Amarante;Sao Goncalo Do Amarante Camara Municipal;Dispensa;1;5000,00;nao;09427998000180-1-000011/2026;https://pncp.gov.br/app/editais/09427998000180/2026/11;
2026-06-19;AM;Manaus;Fundo Especial Da Procuradoria Geral Do Estado Do Amazonas - Fundpge;Pregão - Eletrônico;1;;sim;14877478000109-1-000020/2026;https://pncp.gov.br/app/editais/14877478000109/2026/20;https://www.e-compras.am.gov.br/publico/licitacoes_detalhes.asp?ident=254819
2026-06-19;PB;João Pessoa;Secretaria De Estado Da Seguranca E Da Defesa Social;Dispensa;1;2929,00;nao;08730095000100-1-000048/2026;https://pncp.gov.br/app/editais/08730095000100/2026/48;
2026-06-18;SP;Capela Do Alto;Municipio De Capela Do Alto;Dispensa;1;450,00;nao;46634077000114-1-000064/2026;https://pncp.gov.br/app/editais/46634077000114/2026/64;https://capeladoalto.cidadeinteligente.app.br//storage/site/decreto/7n1ShDIG1vFbIKWJgTxm0ejgvOMJiWmwX8TvWrTA.pdf
2026-06-18;RS;Guabiju;Municipio De Guabiju;Dispensa;1;36490,00;nao;91566844000150-1-000036/2026;https://pncp.gov.br/app/editais/91566844000150/2026/36;
2026-06-18;RS;São Gabriel;Municipio De Sao Gabriel;Pregão - Eletrônico;1;4401,50;nao;88768080000170-1-000160/2026;https://pncp.gov.br/app/editais/88768080000170/2026/160;
2026-06-18;SE;Aracaju;Servico Social Do Comercio - Sesc Ar/Se;Pregão - Eletrônico;1;31872,50;nao;03637549000180-1-000090/2026;https://pncp.gov.br/app/editais/03637549000180/2026/90;https://licitacoes-e2.bb.com.br/aop-inter-estatico/visualizar-processo-publico/1095242
2026-06-18;RJ;Niterói;Comando Da Marinha;Dispensa;1;7840,00;nao;00394502000144-1-006436/2026;https://pncp.gov.br/app/editais/00394502000144/2026/6436;
2026-06-18;PR;Ibiporã;Municipio De Ibipora;Pregão - Eletrônico;1;27354,49;nao;76244961000103-1-000063/2026;https://pncp.gov.br/app/editais/76244961000103/2026/63;
2026-06-18;RS;São Gabriel;Municipio De Sao Gabriel;Pregão - Eletrônico;1;4401,50;nao;88768080000170-1-000159/2026;https://pncp.gov.br/app/editais/88768080000170/2026/159;https://www.portaldecompraspublicas.com.br/processos/RS/Prefeitura-Municipal-de-Sao-Gabriel-1240/PE-19-2026-2026-489460
2026-06-18;PR;Palmas;Municipio De Palmas;Pregão - Eletrônico;2;57907,27;sim;76161181000108-1-000113/2026;https://pncp.gov.br/app/editais/76161181000108/2026/113;
2026-06-18;MG;Bom Jesus Da Penha;Municipio De Bom Jesus Da Penha;Pregão - Eletrônico;1;1170,40;nao;18187815000197-1-000080/2026;https://pncp.gov.br/app/editais/18187815000197/2026/80;https://app2.ammlicita.org.br/pesquisa/104252
2026-06-17;SP;Piraju;Municipio De Piraju;Dispensa;1;60864,98;nao;46223699000150-1-002058/2026;https://pncp.gov.br/app/editais/46223699000150/2026/2058;http://pncpmap.jelastic.saveincloud.net
2026-06-17;PB;Mãe D'Água;Municipio De Mae D'Agua;Dispensa;1;5304,96;nao;09084088000141-1-000038/2026;https://pncp.gov.br/app/editais/09084088000141/2026/38;https://www.portaldecompraspublicas.com.br/processos/PB/Prefeitura-Municipal-de-Mae-DAgua-3009/DE-017-2026-2026-485340
2026-06-16;BA;Salvador;Empresa Baiana De Aguas E Saneamento S/A - Embasa;Pregão - Eletrônico;2;;nao;13504675000110-1-000167/2026;https://pncp.gov.br/app/editais/13504675000110/2026/167;https://licitacoes-e2.bb.com.br/aop-inter-estatico/visualizar-processo-publico/1094794
2026-06-16;AC;Jordão;Municipio De Jordao;Pregão - Eletrônico;1;62833,30;nao;84306497000160-1-000009/2026;https://pncp.gov.br/app/editais/84306497000160/2026/9;https://licitanet.com.br/sessao/189959
2026-06-16;AM;Itacoatiara;Municipio De Itacoatiara;Pregão - Presencial;6;344637,68;sim;04241980000175-1-000042/2026;https://pncp.gov.br/app/editais/04241980000175/2026/42;https://licitanet.com.br/sessao/185356
2026-06-16;RJ;Rio De Janeiro;Universidade Federal Do Rio De Janeiro;Dispensa;1;53158,50;nao;33663683000116-1-000146/2026;https://pncp.gov.br/app/editais/33663683000116/2026/146;
2026-06-15;RS;Forquetinha;Municipio De Forquetinha;Pregão - Eletrônico;1;3074,00;nao;04214401000103-1-000212/2026;https://pncp.gov.br/app/editais/04214401000103/2026/212;
2026-06-12;PA;Redenção;Municipio De Redencao;Pregão - Eletrônico;1;7157,90;nao;04144168000121-1-000042/2026;https://pncp.gov.br/app/editais/04144168000121/2026/42;https://www.portaldecompraspublicas.com.br/processos/PA/Prefeitura-Municipal-de-Redencao-1255/PE-010-2026-2026-484225
2026-06-12;MG;Antônio Carlos;Fundo Municipal De Saude;Pregão - Eletrônico;1;11537,46;nao;10546524000136-1-000017/2026;https://pncp.gov.br/app/editais/10546524000136/2026/17;
2026-06-10;RJ;Rio De Janeiro;Comando Da Marinha;Dispensa;1;55609,57;nao;00394502000144-1-006048/2026;https://pncp.gov.br/app/editais/00394502000144/2026/6048;
2026-06-09;PR;Virmond;Municipio De Virmond;Pregão - Eletrônico;2;18775,05;nao;95587622000174-1-000023/2026;https://pncp.gov.br/app/editais/95587622000174/2026/23;
2026-06-09;AM;Manaus;Imprensa Oficial Do Estado Do Amazonas - Io;Dispensa;1;668,00;nao;04164794000180-1-000040/2026;https://pncp.gov.br/app/editais/04164794000180/2026/40;https://www.e-compras.am.gov.br/publico/licitacoes_detalhes.asp?ident=254653
2026-06-09;PB;Cajazeiras;Cajazeiras Camara Municipal;Pregão - Eletrônico;1;;nao;08841553000189-1-000006/2026;https://pncp.gov.br/app/editais/08841553000189/2026/6;https://www.portaldecompraspublicas.com.br/processos/PB/Camara-Municipal-de-Cajazeiras-4476/RPE-4-2026-2026-486334
2026-06-08;RS;Rio Grande;Comando Da Marinha;Dispensa;1;19568,55;nao;00394502000144-1-005852/2026;https://pncp.gov.br/app/editais/00394502000144/2026/5852;
2026-06-08;PR;Santa Cruz De Monte Castelo;Santa Cruz Do Monte Castelo Camara Municipal;Pregão - Eletrônico;1;5370,00;nao;02096060000185-1-000008/2026;https://pncp.gov.br/app/editais/02096060000185/2026/8;https://bllcompras.com/Process/ProcessView?param1=[gkz]Ln7DwOqIKczos4LhwEyuc0T2fFrDKi9oDtx30ktFN_gyuXKUBjkF/vsPAwU1LoaEt1dZFwkxOFdMFfVJ_P8lmgc0aGrVUB1BWC3yBbm3zXg=
2026-06-03;SC;São Lourenço Do Oeste;Municipio De Sao Lourenco D'Oeste;Pregão - Eletrônico;2;142766,68;nao;83021873000108-1-000357/2026;https://pncp.gov.br/app/editais/83021873000108/2026/357;
2026-06-03;RS;Feliz;Municipio De Feliz;Pregão - Eletrônico;1;13261,80;nao;87838330000139-1-000346/2026;https://pncp.gov.br/app/editais/87838330000139/2026/346;
2026-06-03;PI;Teresina;Estado Do Piaui;Pregão - Eletrônico;1;;nao;06553481000149-1-000093/2026;https://pncp.gov.br/app/editais/06553481000149/2026/93;https://licitacoes-e2.bb.com.br/aop-inter-estatico/visualizar-processo-publico/1094468
2026-06-02;RJ;Rio De Janeiro;Comando Da Marinha;Dispensa;1;59249,00;nao;00394502000144-1-005644/2026;https://pncp.gov.br/app/editais/00394502000144/2026/5644;
2026-06-02;PE;Toritama;Toritama Camara De Vereadores;Dispensa;1;3339,94;nao;08862815000191-1-000003/2026;https://pncp.gov.br/app/editais/08862815000191/2026/3;https://bnccompras.com/Process/ProcessView?param1=[gkz]2vkvZh0SXMvDtXCuIKop7c5sUKcpGXx14yUKfz0th_JH43bb5bMg8MdW7cZoVvzbnejPqModOeFN3h3xxbXtk7YCEh2s/LQDBYVwXW6mnr8=
2026-06-02;MG;Novo Cruzeiro;Municipio De Novo Cruzeiro;Pregão - Eletrônico;1;42899,12;nao;18404889000138-1-000047/2026;https://pncp.gov.br/app/editais/18404889000138/2026/47;http://novocruzeiro.mg.gov.br/
2026-06-01;MG;Conceição Das Alagoas;Municipio De Conceicao Das Alagoas;Pregão - Eletrônico;1;2022,78;nao;18428854000139-1-000047/2026;https://pncp.gov.br/app/editais/18428854000139/2026/47;https://licitanet.com.br/sessao/187694
2026-06-01;AM;Itacoatiara;Municipio De Itacoatiara;Pregão - Presencial;6;;sim;04241980000175-1-000040/2026;https://pncp.gov.br/app/editais/04241980000175/2026/40;https://licitanet.com.br/sessao/185356
2026-06-01;RS;Santo Ângelo;Municipio De Santo Angelo;Pregão - Eletrônico;1;117597,32;nao;87613071000148-1-000226/2026;https://pncp.gov.br/app/editais/87613071000148/2026/226;
2026-06-01;PE;Recife;Fundacao Do Patrimonio Historico E Artistico Pernambuco;Pregão - Eletrônico;1;40000,00;nao;08032567000151-1-000922/2026;https://pncp.gov.br/app/editais/08032567000151/2026/922;
2026-06-01;RO;Vale Do Paraíso;Municipio De Vale Do Paraiso;Pregão - Eletrônico;1;1712,79;nao;63786990000155-1-000031/2026;https://pncp.gov.br/app/editais/63786990000155/2026/31;https://licitanet.com.br/sessao/187951
2026-06-01;MG;Ipuiúna;Municipio De Ipuiuna;Pregão - Eletrônico;1;91158,75;nao;18179226000167-1-000019/2026;https://pncp.gov.br/app/editais/18179226000167/2026/19;https://app2.licitardigital.com.br/pesquisa/102565
2026-05-28;PE;Gravatá;Municipio De Gravata;Dispensa;1;13265,20;nao;11049830000120-1-000177/2026;https://pncp.gov.br/app/editais/11049830000120/2026/177;
2026-05-28;MG;Timóteo;Municipio De Timoteo;Pregão - Eletrônico;1;555253,32;nao;19875020000134-1-000050/2026;https://pncp.gov.br/app/editais/19875020000134/2026/50;https://app2.ammlicita.org.br/pesquisa/101883
2026-05-28;RS;Pelotas;Fundacao Delfim Mendes Silveira;Pregão - Eletrônico;1;89154,15;sim;03703102000161-1-000019/2026;https://pncp.gov.br/app/editais/03703102000161/2026/19;https://bllcompras.com/Process/ProcessView?param1=[gkz]KciQoV8ewNDozTsqSNXePjHbWxf8M6UBLOh9PEs1qKqJoarGsy2nfAtxuI3ND5oLoRxFHTbMl67UruyOTQO_A17FrwAdq9eor/wmte0Rno8=
2026-05-28;MG;Chácara;Municipio De Chacara;Pregão - Eletrônico;1;2132,55;nao;18338137000116-1-000058/2026;https://pncp.gov.br/app/editais/18338137000116/2026/58;https://app2.ammlicita.org.br/pesquisa/102242
2026-05-28;RO;Costa Marques;Municipio De Costa Marques;Pregão - Eletrônico;1;3300,31;nao;04100020000195-1-000024/2026;https://pncp.gov.br/app/editais/04100020000195/2026/24;https://licitanet.com.br/sessao/187096
2026-05-27;RS;Nova Santa Rita;Camara De Vereadores De Nova Santa Rita;Dispensa;1;26044,21;nao;94309309000101-1-000020/2026;https://pncp.gov.br/app/editais/94309309000101/2026/20;
2026-05-27;SP;Presidente Epitácio;Municipio De Presidente Epitacio;Pregão - Eletrônico;4;51036,93;nao;55293427000117-1-000098/2026;https://pncp.gov.br/app/editais/55293427000117/2026/98;
2026-05-27;GO;Morrinhos;Fundo Municipal De Educacao-Fme;Pregão - Eletrônico;1;16160,66;nao;50053522000120-1-000112/2026;https://pncp.gov.br/app/editais/50053522000120/2026/112;https://bnccompras.com/Process/ProcessView?param1=[gkz]jWr8CbXHAwtEMUkHbEcqnlohr6sNjqA0g/rSX8rOUyksE8sTesH1oQarFQ8moFeWpe1kFd4jprXoVXS98xZJ6S4rCffjna9hAwWr8ZepSTE=
2026-05-26;SP;Maracaí;Municipio De Maracai;Dispensa;1;59194,67;nao;44494136000170-1-000152/2026;https://pncp.gov.br/app/editais/44494136000170/2026/152;
2026-05-26;MG;São Francisco De Sales;Municipio De Sao Francisco De Sales;Pregão - Eletrônico;2;88330,32;nao;18457283000160-1-000019/2026;https://pncp.gov.br/app/editais/18457283000160/2026/19;https://licitanet.com.br/sessao/187042
2026-05-25;PI;Teresina;Estado Do Piaui;Pregão - Eletrônico;1;;sim;06553481000149-1-000082/2026;https://pncp.gov.br/app/editais/06553481000149/2026/82;https://licitacoes-e2.bb.com.br/aop-inter-estatico/visualizar-processo-publico/1093824
2026-05-22;SP;Dois Córregos;Municipio De Dois Corregos;Pregão - Eletrônico;2;;nao;45671120000159-1-000122/2026;https://pncp.gov.br/app/editais/45671120000159/2026/122;https://app2.licitardigital.com.br/pesquisa/101379
2026-05-22;SP;Piracicaba;Universidade De Sao Paulo;Dispensa;1;;nao;63025530000104-1-001748/2026;https://pncp.gov.br/app/editais/63025530000104/2026/1748;
2026-05-22;SE;Capela;Associacao De Caridade De Capela;Dispensa;1;;nao;13911698000149-1-000003/2026;https://pncp.gov.br/app/editais/13911698000149/2026/3;https://licitanet.com.br/sessao/186677
2026-05-22;RJ;Angra Dos Reis;Municipio De Angra Dos Reis;Dispensa;1;5741,21;nao;29172467000109-1-000363/2026;https://pncp.gov.br/app/editais/29172467000109/2026/363;
2026-05-22;AL;Roteiro;Municipio De Roteiro;Pregão - Eletrônico;1;12750,00;nao;12264248000149-1-000004/2026;https://pncp.gov.br/app/editais/12264248000149/2026/4;https://bnccompras.com/Process/ProcessView?param1=[gkz]D3kjiFW7LHlZ6drpuJXSO71LZi87aW9_yQuEjA4NDTNCE9CalVrKVZvorEDnnbeRmJN3V16ZQk7Ila9Y9Z18fAEIN3OgglCo0SiiZJ4hrDM=
2026-05-21;PE;Recife;Fundacao Do Patrimonio Historico E Artistico Pernambuco;Pregão - Eletrônico;1;37443,00;nao;08032567000151-1-000859/2026;https://pncp.gov.br/app/editais/08032567000151/2026/859;
2026-05-21;MG;Poços De Caldas;Camara Municipal De Pocos De Caldas;Pregão - Eletrônico;2;947875,70;sim;21401757000167-1-000032/2026;https://pncp.gov.br/app/editais/21401757000167/2026/32;https://www.portaldecompraspublicas.com.br/processos/MG/Camara-Municipal-de-Pocos-de-Caldas-4150/PE-6-2026-2026-482162
2026-05-21;RN;Messias Targino;Municipio De Messias Targino;Pregão - Eletrônico;1;13640,00;nao;08349060000126-1-000002/2026;https://pncp.gov.br/app/editais/08349060000126/2026/2;https://www.portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Messias-Targino-1267/PE-02-2026-2026-481813
2026-05-20;MG;Ibiraci;Municipio De Ibiraci;Pregão - Eletrônico;2;51061,80;sim;17894072000122-1-000020/2026;https://pncp.gov.br/app/editais/17894072000122/2026/20;https://www.slicx.com.br
2026-05-19;RS;Feliz;Municipio De Feliz;Pregão - Eletrônico;1;30249,00;nao;87838330000139-1-000322/2026;https://pncp.gov.br/app/editais/87838330000139/2026/322;
2026-05-19;MT;Sorriso;Municipio De Sorriso;Pregão - Eletrônico;3;761305,00;nao;03239076000162-1-000087/2026;https://pncp.gov.br/app/editais/03239076000162/2026/87;
2026-05-19;MG;Grão Mogol;Municipio De Grao Mogol;Pregão - Presencial;1;20505,00;nao;20716627000150-1-000023/2026;https://pncp.gov.br/app/editais/20716627000150/2026/23;
2026-05-18;MT;Cuiabá;Cuiaba Camara Municipal;Dispensa;1;10827,62;nao;33710823000160-1-000005/2026;https://pncp.gov.br/app/editais/33710823000160/2026/5;
2026-05-18;MG;Itanhandu;Camara Municipal De Itanhandu;Dispensa;1;1239,60;nao;02740012000188-1-000001/2026;https://pncp.gov.br/app/editais/02740012000188/2026/1;https://www.portaldecompraspublicas.com.br/processos/MG/Camara-Municipal-de-Itanhandu-4582/DP-16-2026-2026-480280
2026-05-15;AM;Codajás;Municipio De Codajas;Pregão - Eletrônico;1;;nao;04263331000175-1-000023/2026;https://pncp.gov.br/app/editais/04263331000175/2026/23;https://licitanet.com.br/sessao/185454
2026-05-15;PA;Tucumã;Municipio De Tucuma;Pregão - Eletrônico;2;96360,00;nao;22981088000102-1-000061/2026;https://pncp.gov.br/app/editais/22981088000102/2026/61;https://www.portaldecompraspublicas.com.br/processos/PA/Prefeitura-Municipal-de-Tucuma-2080/RPE-9-2026-026FME-2026-2026-479884
2026-05-15;AM;Itacoatiara;Municipio De Itacoatiara;Pregão - Presencial;6;;sim;04241980000175-1-000038/2026;https://pncp.gov.br/app/editais/04241980000175/2026/38;https://licitanet.com.br/sessao/185356
2026-05-15;MG;Dores De Guanhães;Camara Municipal De Dores De Guanhaes;Pregão - Eletrônico;1;;nao;26214999000165-1-000003/2026;https://pncp.gov.br/app/editais/26214999000165/2026/3;https://app2.licitardigital.com.br/pesquisa/100771
